Date,Category,Description,Dialogue,Place
2018/05/23,声かけ,「於呂の消防署はどこ？」,車に乗って複数の児童に道を尋ね、聞いた方向と違う方に走り去った。,静岡県浜松市北区於呂
2018/05/23,つきまとい,「彼氏いる？　学校どこ？」,ベンチに座っていた女子生徒に声をかけ、つきまとった。,静岡県静岡市葵区常磐町
2018/05/23,物品譲渡,「その犬の犬種は？　苗字は？」,犬を連れた女子生徒に声をかけ、小物入れのような物を渡した。,静岡県浜松市東区積志町
2018/05/23,声かけ,「ちょっとこっちにおいで」,下校途中の男児に声をかけた。,静岡県伊東市岡
2018/05/23,声かけ,「おーい」,自転車に乗っていた女子生徒に声をかけた。,愛媛県松山市朝日ケ丘
2018/05/23,声かけ,「バイバイ」,自転車に乗っていた女子生徒に声をかけた。,愛媛県松山市朝日ケ丘
2018/05/23,スカートめくり,「トイレどこ」,女児のスカートをめくり、声をかけた。,沖縄県名護市宇茂佐の森
2018/05/23,声かけ,「すみません、誰かつけてますよ」,帰宅途中の女性に声をかけた。,福岡県大野城市白木原
2018/05/23,声かけ,「お菓子をあげる」,男児に声をかけた。,大阪府大阪府都島区善源寺町
2018/05/23,卑わいな声かけ,「すみません。ストッキング脱いでください」,自転車に乗って女性を追い越し、停車し、卑わいなことを言った。,兵庫県神戸市中央区北長狭通
2018/05/23,声かけ,「お姉さん何しとるん」,女子に声をかけ、警察から警告を受けた。,兵庫県姫路市駅前町
2018/05/23,卑わいな声かけ,「エッチして」,女子学生に突然声をかけた。,兵庫県西宮市段上町
2018/05/23,暴行,「相撲しようか」,遊んでいた女児に声をかけ、肩と腰を持ち、体を持ち上げた。,兵庫県姫路市東夢前台
2018/05/23,声かけ,「おーいみんな、お手洗いはどこでしているの」,遊んでいた児童に声をかけた。,兵庫県神戸東灘区西岡本
2018/05/23,声かけ,「ここの家に入るの？」「怪しくないよ」,車を降り、男児に声をかけた。,大阪府箕面市西小路
2018/05/23,声かけ,「小さいね、可愛いね」,帰宅途中の女性に近づき、声をかけた。,兵庫県洲本市塩屋
2018/05/23,暴行,「殺す準備はできてるんやぞ」,歩いていた男子生徒の腕を掴み、刃物のような物を見せ、脅した。,兵庫県姫路市白浜町寺家
2018/05/23,声かけ,「こっちにおいで」,車に乗って男児に声をかけた。,大阪府大阪市東淀川区北江口
2018/05/23,声かけ,「ジュース買ってあげようか」「こいつ強いな」,仁川駅ホームで女児に声をかけ、腕を掴もうとし、抵抗され、さらに声をかけた。,兵庫県宝塚市仁川北
2018/05/23,声かけ,「おっちゃんとどこか行こうか」,下校途中の男児に声をかけた。,大阪府東大阪市池之端町
2018/05/23,声かけ,「お兄ちゃん、ポケモンカード使わんか。いらんからあげようか」,遊んでいた男子生徒グループに声をかけた。,兵庫県丹波市氷上町石生
2018/05/23,下半身露出,「お願い」「ついて来て」,女児に声をかけ、下半身を見せた。,福岡県福岡市中央区高砂
2018/05/23,声かけ,「家どこ？」,男児に声をかけた。,愛知県名古屋市名東区一社
2018/05/23,声かけ,「どうしたの」,女児２人に声をかけながら、車を降りた。,愛知県豊田市前山町
2018/05/23,声かけ,「乗っていかんね」,車に乗って女児に声をかけた。,福岡県大川市
2018/05/23,声かけ,「知ってる？」,,兵庫県宝塚市安倉中
2018/05/23,痴漢,「ハグしていい？」,アパート管理会社を名乗って女性宅を訪れ、突飛なことを言い、抱きついた。,茨城県守谷市本町
2018/05/23,不審な電話,「５０万円用意しろ、殺すぞ」,複数の高齢者宅に電話をかけ、脅した。,熊本県御船警察署管内
2018/05/23,卑わいな声かけ,「体を見せて。裸を見て」,登校途中の女子生徒に卑わいなことを言った。,静岡県藤枝市田中
2018/05/23,つきまとい,「いいね、いいね」,逆瀬川駅のエレベーターで、女性に声をかけた後、つきまとった。,兵庫県宝塚市逆瀬川
2018/05/23,声かけ,「家が遠いのかい？　乗っていくかい？」,車に乗って男児に声をかけた。,北海道苫小牧市柏木町
2018/05/23,声かけ,「おうちどこ？」,女児に声をかけた。,宮城県七ケ浜町遠山
2018/05/23,声かけ,「お金をあげるからこっちにおいで」,児童に声をかけた。,茨城県下妻市本城町
2018/05/23,声かけ,「何歳？　名前は？」,幼児に声をかけた。,宮城県仙台市青葉区上杉
2018/05/23,声かけ,「車に乗って案内して」,車に乗って男児に道を尋ね、さらに声をかけた。,神奈川県相模原市緑区鳥屋
2018/05/23,声かけ,「君かわいいね」,歩いていた男児２人に前から近づき、声をかけた。,岐阜県岐阜市加納城南通
2018/05/23,つきまとい,「ちょっといい？　ちょっとだけだから」,バイクに乗って女児に声をかけ、つきまとった。,神奈川県横浜市青葉区荏田北
2018/05/23,声かけ,「ちょっといい？」「一年生？　二年生？」,低学年男児に声をかけた。,東京都江戸川区東小岩
2018/05/22,声かけ,「広い通りからずっと見ていたよ。ライン交換して」,帰宅途中の女性にしつこく声をかけた。,宮城県仙台市青葉区上杉
2018/05/22,不審な言動,「子どもはおらんか」「子どもはおらんか」,女性に声をかけ、うろつき、叫びながら立ち去った。,福岡県北九州市若松区深町
2018/05/22,暴行,「道を教えて」,帰宅途中の女子生徒に声をかけ、腕を掴んだ。,長崎県佐世保市吉岡町
2018/05/22,金銭要求,「自宅に入れない。電車代を貸してほしい」,施設を訪れ、金銭の提供を求めた。,埼玉県川口市元郷
2018/05/22,声かけ,「道を教えて」,女子生徒に声をかけた。,埼玉県越谷市東越谷
2018/05/22,声かけ,「ちょっと遊ぼうや」「お金あげるから」,歩いていた女性に声をかけた。,大阪府岬町淡輪
2018/05/22,声かけ,「ワンワン」,通行中の女児に声をかけた。,福岡県福岡市博多区美野島
2018/05/22,声かけ,「家はどこ？」,車に乗って女子生徒に声をかけた。,秋田県秋田市*北部地区
2018/05/22,不審な行動,「開けて」,信号待ちの車に近づき、乗っていた女性に声をかけ、ドアを開けようとした。,宮崎県延岡市*北部地区
2018/05/22,声かけ,「車に乗らない？」,車に乗って女児に声をかけた。,島根県隠岐の島町
2018/05/22,声かけ,「おはよう」,車の前に立ち、女子生徒に声をかけ、紙片を渡そうとした。,奈良県奈良市横井
2018/05/22,声かけ,「今日は南小でイベントでもあるんかな」「同じ体操服着てる、握手しよ」,歩いていた女性と男児に声をかけた。,奈良県平群町椿井
2018/05/22,声かけ,「おはよう、車に乗る？」,車の助手席から女児に声をかけた。,広島県広島市南区宇品海岸
2018/05/22,声かけ,「一緒に行く？」,トラックに乗って男児に声をかけた。,福岡県福岡市早良区田村
2018/05/22,声かけ,「どこ行くの」,登校途中の女児に、電柱の陰から声をかけた。,大阪府大阪市東淀川区西淡路
2018/05/22,痴漢,「お菓子あげるからおうちに来ない？　車に乗ろう」,下校途中の女児に声をかけ、つきまとい、体を触った。,神奈川県藤沢市遠藤
2018/05/22,声かけ,「絵を描く参考に写真を撮らせて」,女子生徒に声をかけた。,岐阜県飛騨市
2018/05/22,声かけ,「時間ありますか」「お茶でも行きませんか」,下校途中の女子生徒に声をかけた。,香川県高松市屋島西町
2018/05/22,声かけ,「どこかへ行こうよ」,帰宅途中の女の子に後ろから近づき、声をかけた。,北海道三笠市高美町
2018/05/22,声かけ,「荷物持ったろか」,下校途中の女子生徒に声をかけた。,大阪府岸和田市田治米町
2018/05/22,つきまとい,「家どこね」,自転車に乗って女子生徒に声をかけ、追いかけた。,福岡県大牟田市歴木
2018/05/22,声かけ,「バス停教えて」「コンビニで何か買ってあげるから一緒に行こう」,歩いていた女子生徒に声をかけた。,兵庫県伊丹市荻野西
2018/05/22,声かけ,「カラスをいじめたらダメだよ」,帰宅途中の男児に声をかけた。,北海道札幌市豊平区豊平６条
2018/05/22,声かけ,「〇〇カードいらない？」,帰宅途中の男児に声をかけた。,鹿児島県鹿児島市錦江台
2018/05/22,つきまとい,「何しているの？」,自転車に乗って女子生徒に声をかけ、追いかけた。,埼玉県川島町下伊草
2018/05/22,声かけ,「今日、学校はあるの？」,車に乗って女児に声をかけた。,大阪府大阪市住吉区沢之町
2018/05/22,声かけ,「わー」,帰宅途中の男子生徒に後ろから近づき、大声を出した。,静岡県静岡市清水区押切
2018/05/22,通せんぼ,「車で送って行く、車を取ってくるからそこで待っててね」,帰宅途中の女児に声をかけ、断られ、杖を横にして女児の道を塞いだ。,静岡県浜松市東区篠ケ瀬町
2018/05/22,声かけ,「アイス買ってあげる」「お金あげるよ」,下校途中の男児に声をかけた。,静岡県富士宮市淀川町
2018/05/22,声かけ,「住所はどこなの？」,下校途中の児童数人に声をかけ、携帯電話を向けた。,静岡県沼津市平沼
2018/05/22,つきまとい,「おじさんのこと知ってる？」「名前教えて」,下校途中の男児に声をかけ、追いかけた。,東京都世田谷区経堂
2018/05/22,痴漢,「美しい体を披露しているのですか」,読書中の女性に近づき、声をかけ、太ももに手を置いた。,大分県日田市
2018/05/22,声かけ,「久しぶり」,男子学生に声をかけ、手を掴もうとした。,愛知県名古屋市西区浄心
2018/05/22,声かけ,「おはようございます」,黒い物を持ち、登校途中の児童に声をかけた。,群馬県桐生市*新里町
2018/05/22,声かけ,「ちょっと、ちょっと」,自転車に乗っていた女性に、軽トラックの中から声をかけた。,愛知県小牧市藤島町
2018/05/22,声かけ,「ここで何を習っているの？　いくつなの？」,帰宅途中の女子生徒に声をかけた。,北海道札幌市北区北３８条西
2018/05/22,声かけ,「東加古川駅はどちら」「何歳？」,歩いていた女子生徒に声をかけた。,兵庫県加古川市平岡町新在家
2018/05/22,声かけ,「おいでおいで」,遊んでいた男児に手招きし、声をかけた。,兵庫県尼崎市武庫豊町
2018/05/22,撮影,「可愛いね」「こっち向いて」,遊んでいた女児らに声をかけ、スマートフォンで撮影し、両手で頬を触った。,兵庫県神戸市北区鹿の子台南町
2018/05/22,声かけ,「写真を撮っていい？」,女児に声をかけた。,埼玉県川口市朝日
2018/05/22,声かけ,「靴のにおいを嗅がせて」,帰宅途中の女子生徒に近づき、声をかけた。,大阪府大阪市此花区西九条
2018/05/22,声かけ,「こっちにおいで」,下校途中の女子生徒に声をかけた。,兵庫県伊丹市東野
2018/05/22,声かけ,「かわいいね。名前教えて」,女児に声をかけた。,大阪府枚方市長尾元町
2018/05/22,声かけ,「髪の毛があっていいね」,女子生徒に近づき、声をかけた。,兵庫県神戸市北区谷上西町
2018/05/22,痴漢,「足見せて」,自転車に乗っていた男児に声をかけ、体を触った。,兵庫県姫路市飾磨区今在家
2018/05/22,暴言,「とぼけるな。滅びるぞ」,登校途中の男児を怒鳴った。,愛知県名古屋市中川区打出町
2018/05/22,声かけ,「名前は何」,通行中の女児に声をかけた。,福岡県宗像市田熊
2018/05/22,声かけ,「待て」,下校途中の児童２人に突然声をかけた。,京都府京都市左京区山端壱町田町
2018/05/22,声かけ,「ちょっと待って」,登校途中の男児に後ろから声をかけた。,大分県臼杵市市浜
2018/05/22,声かけ,「給食は何？」「小学校どこ？」,帰宅途中の女児に声をかけた。,大阪府大阪市東成区玉津
2018/05/22,暴行,「駅はどこですか」,女子生徒に声をかけ、腕を掴んだ。,群馬県館林市西高根町
2018/05/22,声かけ,「いま何時？」,下校途中の女児らにしつこく声をかけた。,兵庫県神戸市灘区篠原台
2018/05/22,つきまとい,「何チラチラ見よんか」,男児を追いかけ、声をかけた。,福岡県大野城市白木原
2018/05/22,声かけ,「有名人と同年代なんだ」「顔にそばかすついてる」,帰宅途中の女児らに声をかけた。,広島県広島市中区江波本町
2018/05/22,声かけ,「こっちに来て話ししよ、家に来ん？」,女児に声をかけた。,広島県広島市安佐北区口田南
2018/05/22,暴行,「お前、止まれ」,自転車に乗って男児に声をかけ、腕を掴み、抵抗され、頭を叩いた。,千葉県千葉市中央区長洲
2018/05/22,声かけ,「流行っているアプリ教えて」「短時間で稼げるバイトに興味ない？」,自転車に乗っていた女子生徒に声をかけた。,岐阜県岐阜市北鶉
2018/05/21,声かけ,「一緒にお菓子を買いに行こう」,通行中の女児に声をかけた。,佐賀県伊万里市伊万里町乙
2018/05/21,声かけ,「名前は？」「〇〇小学校だよね？」「声をかけても逃げちゃいけないよ」,下校途中の女児に声をかけた。,東京都世田谷区上馬
2018/05/21,声かけ,「映画のイメージビデオに出ないか」,小４女児に声をかけ、名刺を渡した。,東京都府中市緑町
2018/05/21,声かけ,「バイバイ」,歩いていた男児の頭を触り、声をかけた。,大阪府高槻市栄町
2018/05/21,声かけ,「アメいるか？　家どこや」,下校途中の児童に声をかけ、学校名などを尋ねた。,大阪府泉大津市式内町
2018/05/21,声かけ,「よー、よー」,バイクに乗り、帰宅途中の児童グループに声をかけた。,奈良県大和郡山市北郡山町
2018/05/21,声かけ,「名前を教えて」,帰宅途中の女子生徒に声をかけた。,宮城県村田町村田
2018/05/21,声かけ,「どっか連れて行ったろか」,自転車に乗っていた男児に声をかけた。,大阪府河内長野市市町
2018/05/21,声かけ,「かわいいね。一緒にドライブいかない？」,下校途中の女子生徒に声をかけた。,沖縄県うるま市みどり町
2018/05/21,声かけ,「どこに行く？」「乗っていくか？」,車に乗って女子生徒に声をかけた。,島根県益田市駅前町
2018/05/21,声かけ,「近くのトイレを教えて」,自転車に乗っていた女児に声をかけた。,熊本県熊本市北区武蔵ケ丘
2018/05/21,声かけ,「お嬢ちゃん、元気？」,車に乗って女児に声をかけた。,北海道札幌市西区西野７条
2018/05/21,声かけ,「いくつですか？　何年生？　どこの学校？」,児童数人に声をかけた。,静岡県静岡市駿河区中島
2018/05/21,つきまとい,「きみ一人？」,歩いていた女児に声をかけ、つきまとった。,福岡県福岡市南区清水
2018/05/21,声かけ,「そこの子、ちょっと待って」,下校途中の男児に後ろから近づき、声をかけた。,神奈川県伊勢原市東大竹
2018/05/21,声かけ,「かわいいね」「連絡先を教えて」,下校途中の中３女子に声をかけた。,東京都府中市本町
2018/05/21,声かけ,「クリーム買ってきて」,歩いていた児童に声をかけた。,大阪府大阪市北区芝田
2018/05/21,声かけ,「プラモデルいるか」,男児に声をかけた。,埼玉県さいたま市北区奈良町
2018/05/21,声かけ,「お菓子をあげるよ」,下校途中の児童数人に声をかけた。,岡山県倉敷市中島
2018/05/21,強盗,「金を出せ」,コンビニエンスストアを訪れ、店員にカッターナイフを突きつけ、脅し、レジを開けさせ、現金約１５万円を鷲掴みして奪った。,京都府舞鶴市北浜町
2018/05/21,声かけ,「前、声かけたのに何で無視したん」,自転車に乗っていた男児に近づき、前カゴを掴み、声をかけた。,奈良県大和郡山市白土町
2018/05/21,声かけ,「車乗らへんか」,車に乗って女児らに声をかけた。,大阪府高槻市牧田町
2018/05/21,声かけ,「昨日のお姉ちゃん知り合いやねん」,車に乗って男児に声をかけた。,兵庫県伊丹市荒牧南
2018/05/21,声かけ,「友達の携帯電話を探している。一緒に探してくれる？」,自転車に乗っていた女児に声をかけた。,静岡県浜松市東区半田山
2018/05/21,声かけ,「ねぇねぇ道教えて」「おい」,車に乗って女性に道を尋ねたが、無視され、大声を出した。,愛知県常滑市北条
2018/05/21,暴言,「邪魔だ、どけ」「バカ、死ね」,遊んでいた男児に暴言を吐いた。,東京都港区新橋
2018/05/21,声かけ,「かわいいね」,歩いていた女子生徒２人に声をかけた。,福岡県北九州市八幡西区筒井町
2018/05/21,不審な訪問,「名前は言えない。近所に住んでいる。見に来ただけ。この施設は何ですか？」「くたばれ」「親の愛情を感じない」,保育園玄関に侵入し、居合わせた保護者に暴言を吐いた。,東京都稲城市大丸
2018/05/21,声かけ,「ねえ」,車に乗って３０代女性に声をかけた。,北海道札幌市北区北２８条西
2018/05/21,声かけ,「名前は？　住所は？　電話番号は？」,ボイスレコーダーのような物を持ち、遊んでいた女児らに声をかけた。,広島県福山市西桜町
2018/05/21,声かけ,「どこに住んでいるの」「どこの小学校に行っているの」,女児に声をかけた。,愛知県長久手市茨ケ廻間
2018/05/21,声かけ,「食事に行こう」,女子生徒に声をかけた。,埼玉県さいたま市岩槻区本町
2018/05/21,声かけ,「今日は３人か」,女子生徒らに聞こえるように囁いた。,埼玉県所沢市下富
2018/05/21,卑わいな声かけ,「足を触ってもいいですか？」,女児に卑わいなことを言った。,埼玉県蕨市北町
2018/05/21,つきまとい,「いま帰り？」,自転車に乗っていた女子生徒に声をかけ、つきまとった。,大阪府堺市北区中長尾町
2018/05/21,声かけ,「かわいいね」,女児に声をかけた。,福岡県宗像市くりえいと
2018/05/21,つきまとい,「ねぇ、ねぇ、ちょっと」,自転車に乗って女性を追いかけ、声をかけた。,愛知県名古屋市南区寺部通
2018/05/21,声かけ,「ウエルカム」,人に声をかけ、手を差し伸べた。,静岡県静岡市葵区駒形通
2018/05/21,声かけ,「今帰りですか？」,車に乗って女性に声をかけた。,北海道札幌市北区北３３条西
2018/05/20,声かけ,「道を教えて」「勉強は終わった？」,止めた車の中から女児２人に声をかけた。,茨城県龍ケ崎市久保台
2018/05/20,暴言,「男は死ね」,下校途中の男児に暴言を吐いた。,東京都日野市多摩平
2018/05/20,声かけ,「カラオケに行きませんか」,帰宅途中の女子生徒に声をかけた。,福岡県北九州市小倉南区北方
2018/05/20,下半身露出,「見て、見て」,自転車に乗っていた女子生徒に声をかけ、下半身を見せたり、追いかけたりした。,大阪府東大阪市弥生町
2018/05/20,声かけ,「お菓子あげるからついておいで」,通行中の女児に声をかけた。,東京都新宿区上落合
2018/05/20,声かけ,「どこの小学校？　どこに住んでいるの？」,女児らに声をかけた。,愛知県一宮市牛野通
2018/05/20,痴漢,「ちょっといいですか？」,下半身を出し、女性に声をかけ、体を触った。,埼玉県狭山市祇園
2018/05/20,声かけ,「階段の下の方まで一緒に行こう」,山陽明石駅の階段で、男児に声をかけた。,兵庫県明石市大明石町
2018/05/20,声かけ,「名前は？」,女児らに声をかけた。,埼玉県川口市南鳩ケ谷
2018/05/20,痴漢,「笹塚はどちらの方向？」,通行中の女子生徒に道を尋ね、体を触った。,東京都中野区弥生町
2018/05/20,つきまとい,「おい」,登校途中の女子生徒に声をかけ、走ってつきまとった。,福岡県朝倉市馬田
2018/05/20,声かけ,「家まで送ろうか？」,自転車に乗っていた女児に声をかけた。,愛知県豊橋市東脇
2018/05/20,声かけ,「アメあげるからおいで」,女児に声をかけた。,愛知県名古屋市中川区中郷
2018/05/20,痴漢,「かわいいから、ほっぺ触っていい？」,女児に声をかけ、手を触った。,埼玉県蕨市中央
2018/05/20,声かけ,「近くに住んでいるのか」,散歩中の女性に声をかけた。,愛知県安城市法蓮町
2018/05/20,声かけ,「名前なんていうの？」,女児に声をかけた。,埼玉県小川町大塚
2018/05/20,声かけ,「写真撮らして。学校に送るから」,下校途中の男子生徒数人に、車の中から声をかけた。,静岡県富士市原田
2018/05/20,声かけ,「ちょっと時間ある？」,自転車にまたがったまま、女児数人に声をかけた。,静岡県焼津市駅北
2018/05/20,声かけ,「名前なんていうの？　どこの中学校なの？」,女子生徒に声をかけた。,埼玉県所沢市東所沢
2018/05/20,声かけ,「何歳やと思う」「コーヒー飲みに行けへん」,女子生徒に声をかけた。,大阪府堺市北区新金岡町
2018/05/20,声かけ,「どこに住んでいるの？」,自転車に乗っていた女児に声をかけた。,静岡県静岡市清水区追分
2018/05/20,声かけ,「早く乗ってきなさい」,下校途中の女児数人に、車の中から声をかけた。,静岡県浜松市東区薬師町
2018/05/20,不審な言動,「お願いがあるんですけど」,下校途中の女子生徒に声をかけ、ズボンを下げ始めた。,静岡県御殿場市川島田
2018/05/20,声かけ,「カモン、５百円あげる」,通行中の女子生徒に声をかけた。,東京都文京区小日向
2018/05/20,声かけ,「家はどこ？　一緒に行こう」,下校途中の女児に声をかけた。,富山県射水市戸破
2018/05/20,声かけ,「何年生？」「デートしよう」,帰宅途中の女子生徒に声をかけた。,熊本県天草市*栖本町
2018/05/20,声かけ,「こっちにおいで」,児童に声をかけた。,福岡県福岡市城南区金山団地
2018/05/20,声かけ,「このぬいぐるみは知りませんか？」,女児にキャラクターの写真を見せ、声をかけた。,東京都北区田端
2018/05/20,声かけ,「ラインのブロックのやり方を教えて」,帰宅途中の女子生徒に声をかけた。,東京都立川市幸町
2018/05/20,下半身露出,「この近くに駅はありますか」,帰宅途中の女性に道を尋ね、下半身を出した。,大阪府岸和田市松風町
2018/05/20,声かけ,「明日学校休みか」,自転車に乗って女子生徒に声をかけた。,京都府京都市西京区大原野東竹の里町
2018/05/20,声かけ,「家どこなん」「どこ行くん」,通学途中の男児に声をかけた。,兵庫県尼崎市南竹谷町
2018/05/20,暴行,「お父さんの友達やき、一緒に行こう」,目出し帽姿で、車の中から男児に声をかけ、手首を掴んだ。,高知県佐川町中組
2018/05/20,声かけ,「お嬢さん」,登校途中の女児に声をかけ、後ろから肩を叩いた。,兵庫県尼崎市戸ノ内町
2018/05/20,声かけ,「お父さんとお母さんが交通事故で亡くなったから一緒に行こう」,下校途中の男児に声をかけた。,京都府八幡市男山吉井
2018/05/20,声かけ,「ねえ、そこの君」「暇ならちょっとおじさんについて来てくれない？」,帰宅途中の男児に声をかけた。,東京都中野区本町
2018/05/20,声かけ,「ウサギを触るかい？」,車に乗って児童に声をかけた。,福岡県川崎町
2018/05/20,声かけ,「写真を撮らせてください」,女子生徒に声をかけた。,愛知県名古屋市緑区有松
2018/05/20,暴言,「何してんねん。殺すぞ」,車を運転していたが、公園からボールが出てきて、児童に暴言を吐き、追いかけた。,大阪府東大阪市小阪
2018/05/20,声かけ,「道を教えて欲しいので車に乗って」,車に乗って女児に声をかけた。,富山県富山市町村
2018/05/20,声かけ,「何年生？」,女児に声をかけた。,埼玉県さいたま市北区東大成町
2018/05/20,声かけ,「かわいいね。何歳？　どこの家？　電話番号教えて」,下校途中の女児に後ろから近づき、声をかけた。,岐阜県岐阜市茜部菱野
2018/05/20,声かけ,「かわいいね」,信号待ちの間に女児に声をかけた。,岐阜県岐阜市茜部菱野
2018/05/20,暴言,「お前らぶっ殺すぞ」,暴言を吐きながら、自転車に乗っていた女子生徒数人を追いかけた。,徳島県徳島市丈六町
2018/05/20,声かけ,「リュックに何が入っているの？」,登校途中の男児に声をかけた。,岐阜県下呂市森
2018/05/20,声かけ,「どこの小学校？　年齢は？」,自転車に乗って女児に声をかけた。,大阪府東大阪市大蓮南
2018/05/20,下半身露出,「ちょっと来て」,女児に声をかけ、下半身を出した。,大阪府和泉市池田下町
2018/05/20,声かけ,「おいしいお菓子があるが、ついてこん」,下校途中の女児に声をかけた。,高知県高知市横浜新町
2018/05/20,声かけ,「家はどこ？　学校のクラスは？　何歳？　親の名前は？」,帰宅途中の女児に近づき、声をかけた。,高知県高知市瀬戸東町
2018/05/20,声かけ,「休まない？」,車に乗って女性に声をかけた。,長崎県佐世保市川下町
2018/05/20,不審な訪問,「警視庁調布警察署の者です」,黒い手帳のような物を示し、住宅を訪問した。,埼玉県さいたま市北区日進町
2018/05/20,暴行,「お前ら学校の先生に言うぞ」,下校途中の男児らに突然声をかけ、一人の胸ぐらを掴み、数回引き寄せた。,兵庫県神戸市須磨区離宮西町
2018/05/20,声かけ,「こっちにおいで」,下校途中の男児に声をかけた。,宮城県大郷町粕川
2018/05/20,声かけ,「どこの人？　学校は？　名前は？」,児童に声をかけた。,長野県小諸市御影新田
2018/05/20,声かけ,「ちょっとすいません。どこの学校ですか」,すれ違う女子生徒に声をかけた。,岐阜県美濃加茂市*加茂野町
2018/05/20,声かけ,「お金あげるから、時間ありますか？」,車に乗って女性に声をかけた。,茨城県取手市寺田
2018/05/20,声かけ,「何歳？」「ちゃんと答えて」「名前は？　どこに住んどる？」,帰宅途中の女児に声をかけた。,広島県広島市安佐南区川内
2018/05/20,声かけ,「お名前は？　おうちはどこ？」,片言の日本語で女児に声をかけた。,宮城県仙台市若林区若林
2018/05/20,放尿,「お姉ちゃん、高校どこ」,帰宅途中の女子生徒に声をかけ、つきまとい、立ち小便する姿を見せた。,宮城県涌谷町一本柳
2018/05/20,声かけ,「どっか行こう」,下校途中の女児に後ろから近づき、声をかけた。,大阪府高槻市大塚町
2018/05/20,つきまとい,「年いくつ？　何年生？」,下校途中の児童に声をかけ、後をつけた。,愛知県小牧市応時
2018/05/20,声かけ,「乗っていく？」,車に乗って男児に声をかけた。,岡山県美咲町柵原
2018/05/20,声かけ,「ちょっと一緒に来て」,下校途中の女児に後ろから近づき、声をかけた。,静岡県静岡市葵区北安東
2018/05/20,声かけ,「調子どう？　ハワイユー」,帰宅途中の男児ら５人に声をかけた。,奈良県御所市室
2018/05/20,声かけ,「母の日に何かしたんか、皿洗いしているか」,帰宅途中の女児２人に声をかけた。,奈良県大和郡山市若槻町
2018/05/20,菓子譲渡,「ようかんいる？」「食べれへんの？」,女児に白色の物体を差し出し、しつこく声をかけた。,奈良県天理市長柄町
2018/05/20,声かけ,「そこの君、学校へ行くの？」,自転車を押し、登校途中の女児に声をかけた。,奈良県下市町阿知賀
2018/05/19,声かけ,「手をつないで帰ろう」,自転車に乗っていた児童に声をかけた。,千葉県浦安市高洲
2018/05/19,声かけ,「車で送って行ってあげようか？」,女児に声をかけた。,埼玉県羽生市中央
2018/05/19,声かけ,「どこ中？」「部活何やってんの？」,下校途中の女子生徒に声をかけた。,東京都足立区千住緑町
2018/05/19,声かけ,「かわいいね」,女児に声をかけた。,埼玉県八潮市中央
2018/05/19,声かけ,「車乗る？」,車に乗って女子生徒に声をかけた。,長崎県大村市田下町
2018/05/19,声かけ,「食事どう？」,女子生徒に声をかけた。,神奈川県相模原市緑区小倉
2018/05/19,暴行,「なんでも買ってあげるから一緒に行こう」,帰宅途中の男児に声をかけ、手を掴んだ。,山梨県富士吉田市旭
2018/05/19,つきまとい,「握手してください」,女性に声をかけ、つきまとった。,埼玉県小鹿野町下小鹿野
2018/05/19,卑わいな声かけ,「胸を触らせてくれないか」,自転車に乗って女性に卑わいなことを言った。,兵庫県高砂市高砂町向島町
2018/05/19,声かけ,「もう帰ってきたの。いい物見せてあげるからこっちにおいで」,車に乗って児童に声をかけた。,茨城県神栖市
2018/05/19,声かけ,「何小学校？」,下校途中の女児らに声をかけた。,神奈川県厚木市林
2018/05/19,声かけ,「信号が分からない」,女児に声をかけた。,埼玉県戸田市上戸田
2018/05/19,つきまとい,「〇〇小学校かい？」,女児に声をかけ、つきまとった。,埼玉県さいたま市岩槻区宮町
2018/05/19,声かけ,「ボクひとり？　帰るで一緒に乗ってく？」,車に乗って男児に声をかけた。,岐阜県下呂市湯之島
2018/05/19,声かけ,「かわいいね」「どこの学校いっているの？」,女児に声をかけた。,埼玉県上尾市向山
2018/05/19,声かけ,「一緒に行こう」,女児に声をかけた。,茨城県境町栗山
2018/05/19,つきまとい,「遊ぼうよ」,自転車に乗って女性に声をかけ、つきまとった。,埼玉県川口市元郷
2018/05/19,声かけ,「お嬢さん、毎朝早いね」,自転車に乗っていた女子生徒に前から近づき、声をかけた。,愛媛県宇和島市津島町近家
2018/05/19,声かけ,「名前、誰」,歩いていた男児に後ろから近づき、声をかけた。,愛媛県今治市別宮町
2018/05/19,声かけ,「お母さんが買い物に行っちゃったからついてきて」,車に乗って男児に声をかけた。,東京都練馬区光が丘
2018/05/19,暴言,「殺すぞ」,男児に暴言を吐き、後をつけた。,大阪府泉佐野市高松北
2018/05/19,声かけ,「お菓子を買ってあげるからこっちにおいで」「お菓子を買ってあげるからここで待っていて」,下校途中の女児に声をかけた。,東京都中野区新井
2018/05/19,声かけ,「何年生？　食べたい？　興味ある？」,児童が食事をする動画をスマートフォンで女児に見せ、声をかけた。,大分県大分市下郡
2018/05/19,声かけ,「お菓子を買ってあげる」,下校途中の男児に声をかけた。,鹿児島県鹿児島市錦江台
2018/05/19,暴行,「こっちにおいで」,通学途中の女子生徒に後ろから近づき、腕を掴み、声をかけた。,大阪府岸和田市中北町
2018/05/19,声かけ,「足を見せてくれる？」「家にお父さんとお母さんはいるの？」,歩いていた女児に声をかけた。,兵庫県川西市矢問
